DSS,SN,NED Preference,SIMBAD only,Differnt From DSS,subcatalog,zCMB,vCMB,SN Ra,SN Dec,mu,e_mu,sep,gal long (l),gal lat (b),DSSvhelio,sep,OSC SN name,redshift,OSC velocity,OSC vhelio,|v_DSS-v_OSC|,|OSC velocity-v_OSCvhelio|,|v_DSS-v_OSCvhelio|,sep,AOD Host,host ra deg,host ra wrap,host dec deg,hostoffsetdist,Host z,Host vhelio,SIMBAD Host,SIMBAD z,SIMBAD v,sep,AGCnr,radeg,decdeg,a,b,zmag,vopt,hiflux,rms,v21,width,widtherr,snr,hisrc,vhelagc,RAwrap,Separation,|v_AGC-v_Host|,|v_AGC-v_DSS|,|v_Host-v_DSS|,sep,NED,SIMBAD,DR16,LEGACY
47,sn1997e,SN 1997e,,,A2.1: A1,0.01329,3973.71,101.8570289,74.49677036,33.14667741,0.157064062,,140.201,25.814,3977.302374,,sn1997e,0.01354,3966,4059.292,11.3,93.3,82.0,,NGC 2258,101.9416667,101.9416667,+74.4819444444445,13.33,0.013539,4059.0,,,,,3523,101.943748,74.481941,2.3,1.5,13.2,4001,0,0,0,0,0,0,0,4001,101.943748,99.09452868,58.0,23.7,81.7,,,,,
48,sn1997do,SN 1997do,,,A2.1: A1,0.01049,3136.51,111.720888,47.10117592,32.62614039,0.160234487,,171.001,25.269,3030.570629,,sn1997do,0.01012,3032,3033.976,1.4,2.0,3.4,,UGC 3845,111.6833333,111.6833333,+47.0944444444444,3.39,0.01012,3034.0,,,,,3845,111.677917,47.094166,1.6,1.1,13.6,3032,5.1,0,3034,227,22,6.2,36,3034,111.677917,108.2905979,0.0,3.4,3.4,,,,,
49,sn1997dg,SN 1997dg,,,A2.1: A1,0.02968,8874.32,355.0514766,26.18358578,35.15383025,0.158647874,,103.616,-33.984,9222.14446,,sn1997dg,0.0297,10200,8904.06,977.9,1295.9,318.1,,WISEA J234014.14+261209.8,355.059208,-4.940792,26.203278,1.29,0.034,10193.2,,,,,337144,355.059143,26.202778,0.5,0.18,16.5,9593,0,0,0,0,0,0,0,9593,-4.940857,73.39621642,600.2,370.9,971.1,,NED,SIMBAD,,
50,sn1997cw,SN 1997cw,,,A2.1: A1,0.01594,4766.06,6.327603316,12.87232638,33.1219886,0.204404117,,113.095,-49.487,5116.918434,,sn1997cw,0.01765,5290,5291.47,173.1,1.5,174.6,,NGC 105,6.319167,6.319167,12.88944,18.60,0.017646,5290.3,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,173.4,,,,,
51,sn1997cn,SN 1997cn,,,A2.1: A1,0.016986667,5079.013433,212.4896716,17.52785536,33.469264,0.142415354,,9.136,69.507,4842.076709,,sn1997cn,0.0162,5008,4856.76,165.9,151.2,14.7,,NGC 5490,212.4875,212.4875,+17.5458333333333,5.77,0.016137,4837.9,,,,,9058,212.488739,17.545,2.3,1.8,13.4,4855,0,0,0,0,0,0,0,4855,212.488739,61.80367147,17.1,12.9,4.2,,,,,
52,sn1997bq,SN 1997bq,,,A2.1: A1,0.009493333,2838.506567,154.2978594,73.3697136,32.52978873,0.163993295,,136.293,39.485,2779.437229,,sn1997bq,0.00941,2813,2821.118,33.6,8.1,41.7,,NGC 3147,154.2208333,154.2208333,+73.4011111111111,11.80,0.009346,2801.9,,,,,5532,154.221664,73.400276,4.7,4,11.3,2773,23.95,5.3,2812,381,8,18.6,56,2812,154.221664,135.1196886,10.1,32.6,22.5,,,,,
53,sn1997bp,SN 1997bp,,,A2.1: A1,0.009393333,2808.606567,191.7514308,-11.65681735,31.97110287,0.145549394,,301.156,51.214,2469.280703,,sn1997bp,0.008309,2492,2491.0382,22.7,1.0,21.8,,NGC 4680,191.7291667,191.7291667,-11.6363888888889,3.28,0.008312,2491.9,,,,,520145,191.727921,-11.636945,1.6,1.3,13,2492,2.72,0,2492,310,10,0,-1,2492,191.727921,109.495354,0.1,22.7,22.7,,,,,
54,sn1996z,SN 1996z,,,A2.1: A1,0.008593333,2569.406567,144.2130892,-21.11319378,31.84165091,0.207093009,,253.608,22.558,2238.955359,,sn1996z,0.00758,2275,2272.484,36.0,2.5,33.5,,NGC 2935,144.1875,144.1875,-21.1283333333333,8.29,0.007575,2271.0,,,,,26530,144.187088,-21.128056,3.7,3,11.8,2275,44.64,0,2275,307,15,0,2,2275,144.187088,102.4051819,4.0,36.0,32.0,,,,,
55,sn1996x,SN 1996x,,,A2.1: A1,0.007793333,2330.206567,199.4829557,-26.89758837,31.39018412,0.152527121,,310.232,35.649,2029.673445,,sn1996x,0.00689,2032,2065.622,2.3,33.6,35.9,,NGC 5061,199.5208333,199.5208333,-26.8369444444444,5.47,0.006945,2082.1,,,,,29436,199.448761,-26.900833,1,0.6,16.6,0,0,0,0,0,0,0,0,0,199.448761,110.4015195,2082.1,2029.7,52.4,,,,,
56,sn1996c,SN 1996c,,,A2.1: A1,0.02748,8216.52,207.7462532,49.34375264,34.9398541,0.172026907,,99.6,65,8066.233587,,sn1996c,0.0276,8100,8274.48,33.8,174.5,208.2,,MCG +08-25-47,207.7041667,207.7041667,+49.3152777777778,5.63,0.028235,8464.9,,,,,238253,207.687073,49.341667,0.32,0.18,17.2,13050,0,0,0,0,0,0,0,13050,207.687073,139.0112052,4585.1,4983.8,398.6,,,,,
57,sn1996bv,SN 1996bv,,,A2.1: A1,0.016686667,4989.313433,94.07749024,57.09520306,33.3556947,0.172764849,,157.336,17.972,4971.818312,,sn1996bv,0.01667,4998,4997.666,26.2,0.3,25.8,,UGC 3432,94.05833333,94.05833333,+57.0516666666667,2.06,0.016665,4996.2,,,,,3432,94.057503,57.051388,1.8,0.4,15.5,4998,5.95,2.8,4996,300,7,10.5,63,4996,94.057503,162.5109604,0.2,24.2,24.3,,,,,
58,sn1996bo,SN 1996bo,,,A2.1: A1,0.01631,4876.69,27.10552055,11.47071643,33.09020273,0.195432499,,144.46,-48.956,5165.784104,,sn1996bo,0.01728,5241,5180.544,75.2,60.5,14.8,,NGC 673,27.09166667,27.09166667,+11.5213888888889,2.70,0.017289,5183.2,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,17.5,,,,,
59,sn1996bl,SN 1996bl,,,A2.1: A1,0.034776667,10398.22343,9.080162561,11.3975506,35.10726231,0.172959725,,116.992,-51.302,10744.00429,,sn1996bl,0.0348,10800,10433.04,56.0,367.0,311.0,,WISEA J003618.14+112335.3,9.075708,9.075708,11.392972,5.99,0.036,10792.8,,,,,105535,9.075417,11.393055,0.55,0.45,17,10792,0,0,0,0,0,0,0,10792,9.075417,23.28942625,0.8,48.0,48.8,,NED,SIMBAD,,
60,sn1995d,SN 1995d,,,A2.1: A1,0.007693333,2300.306567,145.2533005,5.179995244,31.79640922,0.148960703,,230.027,39.658,1966.198838,,sn1995d,0.006561,1967,1966.9878,0.8,0.0,0.8,,NGC 2962,145.225,145.225,+5.16666666666667,10.74,0.006561,1967.0,,,,,5167,145.224594,5.166111,3,2.2,13.1,2117,4.67,2.6,1958,414,3,19.6,75,1958,145.224594,114.4174969,9.0,8.2,0.8,,,,,
61,sn1995bd,SN 1995bd,,,A2.1: A1,0.01439,4302.61,71.2998542,11.05301565,33.10693529,0.217238718,,187.111,-21.661,4353.267273,,sn1995bd,0.0152,4615,4556.96,261.7,58.0,203.7,,UGC 3151,71.32916667,71.32916667,+11.0677777777778,6.34,0.0146,4377.1,,,,,3151,71.331665,11.067778,1.1,0.25,16.5,4377,1.3,0,4622,481,0,3.5,43,4622,71.331665,124.3231227,244.9,268.7,23.8,,,,,
62,sn1995al,SN 1995al,,,A2.1: A1,0.005893333,1762.106567,147.6926353,33.53772106,31.70696956,0.149360015,,192.179,50.835,1499.166892,,sn1995al,0.00514,1541,1540.972,41.8,0.0,41.8,,NGC 3021,147.7375,147.7375,+33.5544444444444,1.44,0.00512,1535.0,,,,,190999,147.702087,33.518612,0.3,0.1,0,0,0,0,0,0,0,0,0,0,147.702087,74.41087367,1535.0,1499.2,35.8,,,,,
63,sn1995ak,SN 1995ak,,,A2.1: A1,0.021983333,6573.016567,41.4626546,3.198776272,33.93702303,0.165812359,,169.658,-48.982,6794.553587,,sn1995ak,0.02272,6811,6811.456,16.4,0.5,16.9,,IC 1844,41.45416667,41.45416667,+3.23,1.00,0.022699,6805.2,,,,,120493,41.455418,3.230833,0.9,0.25,15,6811,2.58,1.1,6805,321,12,9.5,52,6805,41.455418,118.2991713,0.2,10.4,10.6,,,,,
64,sn1995ac,SN 1995ac,,,A2.1: A1,0.048766667,14581.23343,341.3539835,-8.719673921,35.6294846,0.151775426,,58.694,-55.049,14935.90555,,sn1995ac,0.0499,15000,14960.02,64.1,40.0,24.1,,2MFGC 17122,341.4208333,-18.57916667,-8.75333333333333,60.30,0.049904,14961.2,,,,,620679,341.39209,-8.750834,0,0,0,15006,0,0,0,0,0,0,0,15006,-18.60791,175.9794074,44.8,70.1,25.3,,,,,
65,sn1994t,SN 1994t,,,A2.1: A1,0.035696667,10673.30343,200.3790325,-2.1886985,35.02721564,0.171293008,,318.017,59.839,10360.79314,,sn1994t,0.03466,10210,10391.068,150.8,181.1,30.3,,CGCG 016-058,200.3791667,200.3791667,-2.16222222222222,24.12,0.034568,10363.5,,,,,530693,200.37709,-2.145278,0.44,0.17,15.7,10396,0,0,0,0,0,0,0,10396,200.37709,156.4699211,32.5,35.2,2.7,,,,,
66,sn1994s,SN 1994s,,,A2.1: A1,0.015986667,4780.013433,187.7966961,29.14891537,33.3556947,0.153798837,,187.378,85.142,4499.387576,,sn1994s,0.01518,4550,4550.964,50.6,1.0,51.6,,NGC 4495,187.8458333,187.8458333,+29.1363888888889,3.69,0.015243,4569.9,,,,,7663,187.845413,29.136389,1.6,0.9,14.1,4551,12.43,1.9,4539,369,5,76.1,75,4539,187.845413,159.6792773,30.9,39.6,70.5,,,,,
67,sn1994q,SN 1994q,,,A2.1: A1,0.0289,8641.1,252.4376459,40.44557742,34.78098304,0.190856394,,64.384,39.68,8643.247285,,sn1994q,0.02956,8956,8862.088,312.8,93.9,218.8,,CGCG 224-104,252.463,252.463,+40.4334,1.70,0.02946,8832.1,,,,,260804,252.463364,40.433334,0.55,0.31,15.7,8863,0,0,0,0,0,0,0,8863,252.463364,83.11528832,30.9,219.8,188.9,,,,,
68,sn1994m,SN 1994m,,,A2.1: A1,0.024283333,7260.716567,187.7861506,0.571786053,34.267102,0.169386824,,291.687,63.033,6914.6784,,sn1994m,0.02316,6943,6943.368,28.3,0.4,28.7,,NGC 4493,187.7833333,187.7833333,+0.613333333333333,10.34,0.023083,6920.3,,,,,225768,187.747925,0.542222,0.41,0.19,17,7090,0,0,0,0,0,0,0,7090,187.747925,173.9620279,169.7,175.3,5.6,,,,,
69,sn1994d,SN 1994d,,,A2.1: A1,0.00574,1716.26,188.518666,7.658869907,29.96726392,0.461433003,,290.151,70.14,1380.483669,,sn1994d,0.00149,450,446.702,930.5,3.3,933.8,,NGC 4526,188.5125,188.5125,+7.70027777777778,0.51,0.002058,617.0,,,,,7718,188.512909,7.699167,7,2.7,10.6,602,0.2,2.4,560,22,9,3.7,75,560,188.512909,146.5163282,57.0,820.5,763.5,,,,,
70,sn1994ae,SN 1994ae,,,A2.1: A1,0.005493333,1642.506567,161.7821646,17.30844104,31.55700847,0.145783139,,225.341,59.665,1306.357579,,sn1994ae,0.004266,1282,1278.9468,24.4,3.1,27.4,,NGC 3370,161.7666667,161.7666667,+17.2738888888889,2.73,0.004273,1281.0,,,,,5887,161.76709,17.273056,2.9,1.7,12.4,1287,30.04,2.3,1279,277,2,99.9,75,1279,161.76709,137.5214081,2.0,27.4,25.3,,,,,
71,sn1993o,SN 1993o,,,A2.1: A1,0.051863333,15507.13657,202.7746099,-33.24155117,36.09799578,0.165198754,,312.415,28.925,15229.36221,,sn1993o,0.0515,15300,15439.7,70.6,139.7,210.3,,2MASX J13310895-3312576,202.788133,202.788133,-33.215817,15.45,0.05051,15142.9,,,,,531587,202.78833,-33.215836,0,0,0,15143,0,0,0,0,0,0,0,15143,202.78833,101.3759751,0.1,86.4,86.5,,NED,SIMBAD,,
72,sn1993l,SN 1993l,,,A2.1: A1,0.004816667,1440.183433,344.5014182,-35.87331243,31.19318457,0.416645343,,5.948,-64.378,1711.648559,,sn1993l,0.006616,1925,1983.4768,213.4,58.5,271.8,,IC 5270,344.4791667,-15.52083333,-35.8580555555556,2.48,0.006616,1983.5,,,,,35810,344.47876,-35.858055,4,0.9,13,1858,42.68,22.7,1926,268,4,9.3,29,1926,-15.52124,85.94532859,57.5,214.4,271.8,,,,,
73,sn1993h,SN 1993h,,,A2.1: A1,0.024766667,7405.233433,208.19964,-30.74599501,34.14335295,0.163434696,,318.221,30.334,7140.363305,,sn1993h,0.02421,7233,7258.158,92.6,25.2,117.8,,ESO 445-G66,208.2083333,208.2083333,-30.7111111111111,7.82,0.024207,7257.3,,,,,30183,208.208755,-30.710556,1.6,1.5,14.6,7255,0,0,0,0,0,0,0,7255,208.208755,130.6613868,2.3,114.6,116.9,,,,,
74,sn1993ah,SN 1993ah,,,A2.1: A1,0.028476667,8514.523433,357.9922525,-27.95747612,34.6633938,0.2362916,,25.881,-76.771,8813.743252,,sn1993ah,0.02936,8881,8802.128,67.3,78.9,11.6,,ESO 471-G27,357.9583333,-2.041666667,-27.9652777777778,3.35,0.029364,8803.3,,,,,630306,357.996246,-27.955,0,0,0,8899,0,0,0,0,0,0,0,8899,-2.003754,15.51524852,95.7,85.3,10.4,,,,,
75,sn1993ag,SN 1993ag,,,A2.1: A1,0.049966667,14940.03343,150.8409873,-35.46519957,36.12360034,0.17877948,,268.433,15.929,14627.21498,,sn1993ag,0.0493,14700,14780.14,72.8,80.1,152.9,,2MASX J10033546-3527410,150.89775,150.89775,-35.461389,8.48,0.04909,14717.2,,,,,501818,150.897919,-35.461391,0.4,0.25,16.5,14718,0,0,0,0,0,0,0,14718,150.897919,167.4946555,0.8,90.8,90.0,,NED,SIMBAD,,
76,sn1993ae,SN 1993ae,,,A2.1: A1,0.018033333,5391.966567,22.44821136,-1.953373521,33.51031254,0.229425442,,144.629,-63.221,5693.92422,,sn1993ae,0.01905,5704,5711.19,10.1,7.2,17.3,,IC 126,22.45,22.45,-1.98361111111111,6.90,0.019667,5896.2,,,,,1071,22.449167,-1.983889,1.5,1.3,15.7,5712,0,0,0,0,0,0,0,5712,22.449167,109.9095169,184.2,18.1,202.2,,,,,
77,sn1992p,SN 1992p,,,A2.1: A1,0.02628,7857.72,190.6981767,10.3516914,34.56610868,0.168946075,,295.616,73.109,7531.627269,,sn1992p,0.0265,7616,7944.7,84.4,328.7,413.1,,IC 3690,190.7041667,190.7041667,+10.3575,3.47,0.025314,7589.1,,,,,7879,190.704575,10.356945,1.21,0.33,15.3,7596,1.59,2.4,7603,329,14,8,75,7603,190.704575,29.51474463,13.9,71.4,57.5,,,,,
78,sn1992k,SN 1992k,,,A2.1: A1,0.011133333,3328.866567,197.5536052,-46.44890784,32.2618391,0.213631799,,306.275,16.311,3075.328272,,sn1992k,0.01036,3110,3105.928,34.7,4.1,30.6,,ESO 269-G57,197.5166667,197.5166667,-46.4361111111111,4.18,0.01036,3105.9,,,,,29309,197.517914,-46.435558,4.2,3,12.5,3110,33.1,0,3106,330,6,0,39,3106,197.517914,100.7419555,0.1,30.7,30.6,,,,,
79,sn1992j,SN 1992j,,,A2.1: A1,0.045693333,13662.30657,152.2669978,-26.7101463,35.45752801,0.288632053,,263.541,23.543,13325.30842,,sn1992j,0.0443,13380,13281.14,54.7,98.9,44.2,,WISEA J100901.19-263836.3,152.254958,152.254958,-26.643472,16.96,0.0446,13371.1,,,,,501820,152.255005,-26.643333,0.9,0.4,16,13941,0,0,0,0,0,0,0,13941,152.255005,243.6020333,569.9,615.7,45.8,,NED,SIMBAD,,
80,sn1992bo,SN 1992bo,,,A2.1: A1,0.018086667,5407.913433,20.53369464,-34.2463582,33.71335043,0.164532048,,262,-80.348,5639.442127,,sn1992bo,0.01851,5575,5549.298,64.4,25.7,90.1,,ESO 352-G57,20.50833333,20.50833333,-34.1972222222222,23.61,0.018963,5685.1,,,,,21037,20.51,-34.196667,1.6,0.4,14.6,5691,0,0,0,0,0,0,0,5691,20.51,192.291109,5.9,51.6,45.7,,,,,
81,sn1992bl,SN 1992bl,,,A2.1: A1,0.04287,12818.13,348.786623,-44.76723456,35.4892376,0.196784592,,344.129,-63.924,13047.90893,,sn1992bl,0.0424,13200,12711.52,152.1,488.5,336.4,,ESO 291-G11,348.8,-11.2,-44.7372222222222,14.54,0.0433,12981.3,,,,,35969,348.800018,-44.737221,1.1,0.8,15.2,0,0,0,0,0,0,0,0,0,-11.199982,113.3458554,12981.3,13047.9,66.6,,,,,
82,sn1992bk,SN 1992bk,,,A2.1: A1,0.05786,17300.14,55.80119084,-53.61701201,36.1786114,0.244192342,,265.017,-48.922,17346.54201,,sn1992bk,0.0587,17450,17598.26,103.5,148.3,251.7,,ESO 156-G8,55.75416667,55.75416667,-53.6375,16.02,0.058701,17598.6,,,,,430462,55.810001,-53.623886,0,0,0,17062,0,0,0,0,0,0,0,17062,55.810001,31.08500831,536.6,284.5,252.0,,,,,
83,sn1992bh,SN 1992bh,,,A2.1: A1,0.045066667,13474.93343,74.92982832,-58.79423103,35.92064282,0.178263631,,267.852,-37.329,13446.81169,,sn1992bh,0.0443,13500,13281.14,53.2,218.9,165.7,,LEDA 376039,74.862418,74.862418,-58.829564,7.17,0.045,13491.0,,,,,441220,74.862503,-58.829445,0,0,0,13491,0,0,0,0,0,0,0,13491,74.862503,178.3926982,0.0,44.2,44.2,,NED,SIMBAD,,
84,sn1992bg,SN 1992bg,,,A2.1: A1,0.035673333,10666.32657,115.5681054,-62.49045124,35.16072,0.192275996,,274.612,-18.346,10522.92522,,sn1992bg,0.0282,10500,8454.36,22.9,2045.6,2068.6,,WISEA J074156.99-623114.8,115.4875,115.4875,-62.520722,5.46,0.03524,10565.0,,,,,470272,115.487503,-62.520832,0,0,0,10566,0,0,0,0,0,0,0,10566,115.487503,172.9367837,1.0,43.1,42.0,,NED,SIMBAD,,
85,sn1992bc,SN 1992bc,,,A2.1: A1,0.019786667,5916.213433,46.36468273,-39.57182259,33.83775971,0.142353871,,245.694,-59.639,6036.650681,,sn1992bc,0.0186,5700,5576.28,336.7,123.7,460.4,,ESO 300-G9,46.31666667,46.31666667,-39.5613888888889,2.37,0.020164,6045.2,,,,,22318,46.31583,-39.56139,1.2,0.4,15.7,6045,0,0,0,0,0,0,0,6045,46.31583,140.6812936,0.2,8.3,8.5,,,,,
86,sn1992au,SN 1992au,,,A2.1: A1,0.06071,18152.29,2.625593782,-50.02340265,36.35100693,0.244633658,,319.111,-65.882,18347.02416,,sn1992au,0.0617,18420,18497.66,73.0,77.7,150.6,,WISEA J001038.14-495651.5,2.659125,2.659125,-49.947833,23.93,0.061,18287.8,,,,,401657,2.659167,-49.948055,0.31,0.26,17.5,18287,0,0,0,0,0,0,0,18287,2.659167,282.1642305,0.8,60.0,59.2,,NED,SIMBAD,,
87,sn1992al,SN 1992al,,,A2.1: A1,0.01409,4212.91,311.5043852,-51.42255921,33.00945836,0.152298696,,347.337,-38.49,4362.302521,,sn1992al,0.0141,4377,4227.18,14.7,149.8,135.1,,ESO 234-G69,311.475,-48.525,-51.3922222222222,4.84,0.014615,4381.6,,,,,33770,311.474976,-51.392223,3.2,1,14.2,4362,17.12,8.3,4377,328,3,8.6,29,4377,-48.525024,127.6258924,4.6,14.7,19.3,,,,,
88,sn1992ag,SN 1992ag,,,A2.1: A1,0.02588,7738.12,201.0484087,-23.86246656,34.25209039,0.252840883,,312.488,38.385,7437.551729,,sn1992ag,0.0262,7544,7854.76,106.4,310.8,417.2,,ESO 508-G67,201.0416667,201.0416667,-23.8786111111111,0.74,0.024897,7464.1,,,,,29581,201.043732,-23.877222,1,0.2,15.2,7544,2.44,0,7556,659,0,6.8,43,7556,201.043732,55.30578084,91.9,118.4,26.6,,,,,
89,sn1992a,SN 1992a,,,A2.1: A1,0.004423333,1322.576567,54.06477017,-34.96011224,30.58975239,0.359423964,,235.896,-54.059,1418.991537,,sn1992a,0.00421,1845,1262.158,426.0,582.8,156.8,,NGC 1380,54.1125,54.1125,-34.9758333333333,5.55,0.006261,1877.0,,,,,22748,54.114998,-34.976112,5,2.8,10.9,1877,0,25,0,0,0,0,30,1877,54.114998,158.9781776,0.0,458.0,458.1,,,,,
90,sn1991u,SN 1991u,,,A2.1: A1,0.03267,9768.33,200.8238093,-26.12257548,34.63703326,0.21016775,,311.823,36.211,9470.623696,,sn1991u,0.031442,9600,9426.3116,129.4,173.7,44.3,,IC 4232,200.8416667,200.8416667,-26.1108333333333,3.00,0.031442,9426.3,,,,,29563,200.843323,-26.109446,1.3,0.4,14.6,9593,3.05,0,9484,497,11,11.6,43,9484,200.843323,78.82143393,57.7,13.4,44.3,,,,,
91,sn1991t,SN 1991t,,,A2.1: A1,0.00574,1716.26,188.5402632,2.675148701,29.83741388,0.48619358,,292.609,65.191,1373.872887,,sn1991t,0.005791,1732,1736.1418,358.1,4.1,362.3,,NGC 4527,188.535,188.535,+2.6538,2.87,0.005791,1736.1,,,,,7721,188.536255,2.652778,6.5,2.2,12.4,1736,98.79,3.1,1735,358,2,99.9,75,1735,188.536255,81.81424542,1.1,361.1,362.3,,,,,
92,sn1991s,SN 1991s,,,A2.1: A1,0.055626667,16632.37343,157.3455031,21.98538808,36.2503472,0.181406783,,214.062,57.425,16313.75137,,sn1991s,0.055001,16500,16489.2998,186.2,10.7,175.5,,UGC 5691,157.3625,157.3625,+22.0080555555556,12.69,0.05443,16318.1,,,,,5691,157.364594,22.007778,1.1,0.8,15.6,16489,3.48,2.2,16317,382,12,17.6,75,16317,157.364594,102.7509007,1.1,3.2,4.4,,,,,
93,sn1991bg,SN 1991bg,,,A2.1: A1,0.00574,1716.26,186.2729949,12.90739893,30.7773139,0.333684469,,278.227,74.464,1385.378065,,sn1991bg,0.003539,913,1060.9922,472.4,148.0,324.4,,NGC 4374,186.2666667,186.2666667,+12.8875,3.37,0.003392,1016.9,,,,,7494,186.266251,12.886666,5,4,10.8,1033,27.91,0,910,286,0,0,-2,910,186.266251,78.3005245,106.9,475.4,368.5,,,,,
94,sn1991ag,SN 1991ag,,,A2.1: A1,0.015436667,4615.563433,299.9640412,-55.41340738,33.04886871,0.19587487,,342.556,-31.638,4718.548785,,sn1991ag,0.01422,4320,4263.156,398.5,56.8,455.4,,IC 4919,300.0375,-59.9625,-55.3744444444444,4.46,0.014224,4264.4,,,,,32938,300.037903,-55.374165,1.6,1.1,15,4264,0,0,0,0,0,0,0,4264,-59.962097,206.7931298,0.4,454.5,454.2,,,,,
95,sn1990y,SN 1990y,,,A2.1: A1,0.03874,11583.26,54.28864501,-33.01936677,35.23196854,0.274677098,,232.642,-53.854,11682.58303,,sn1990y,0.039034,10800,11702.3932,882.6,902.4,19.8,,FCCB 1147,54.34583333,54.34583333,-33.0430555555556,2.51,0.039034,11702.4,,,,,431484,54.34417,-33.043056,0.4,0.3,16.5,11702,0,0,0,0,0,0,0,11702,54.34417,188.0339878,0.4,19.4,19.8,,,,,
96,sn1990t,SN 1990t,,,A2.1: A1,0.040043333,11972.95657,299.7131789,-56.2596293,35.55552222,0.20982343,,341.503,-31.526,12071.64698,,sn1990t,0.040485,12120,12137.403,48.4,17.4,65.8,,PGC 63925,299.75,299.75,-56.2583333333333,10.13,0.040485,12137.4,,,,,590067,299.749603,-56.258335,1.35,0.68,0,0,0,0,0,0,0,0,0,0,299.749603,72.98192326,12137.4,12071.6,65.8,,,,,
97,sn1990o,SN 1990o,,,A2.1: A1,0.030576667,9142.423433,258.8774777,16.37672632,34.82700003,0.165188496,,37.652,28.359,9160.578564,,sn1990o,0.03066,9193,9191.868,32.4,1.1,31.3,,MCG +03-44-03,258.8916667,258.8916667,+16.3247222222222,11.69,0.030665,9193.4,,,,,270498,258.892914,16.324722,0.8,0.8,15.1,9193,0,0,0,0,0,0,0,9193,258.892914,194.6613129,0.4,32.4,32.8,,,,,
98,sn1990n,SN 1990n,,,A2.1: A1,0.00574,1716.26,190.746165,13.26846259,31.1007113,0.299611387,,294.367,75.987,1395.991848,,sn1990n,0.003399,998,1019.0202,398.0,21.0,377.0,,NGC 4639,190.7166667,190.7166667,+13.2572222222222,5.32,0.003395,1017.8,,,,,7884,190.718338,13.256667,3.2,2.2,12.4,983,19,2.3,977,280,2,99.9,75,977,190.718338,106.3508306,40.8,419.0,378.2,,,,,
99,sn1990af,SN 1990af,,,A2.1: A1,0.050163333,14998.83657,323.6881813,-62.76517103,35.6275272,0.209171024,,330.819,-42.236,15112.52316,,sn1990af,0.0503,15180,15079.94,67.5,100.1,32.6,,WISEA J213459.35-624413.7,323.747125,-36.252875,-62.737361,10.93,0.05058,15163.9,,,,,610772,323.747101,-62.737221,0,0,0,15162,0,0,0,0,0,0,0,15162,-36.252899,139.8425691,1.9,49.5,51.4,,NED,SIMBAD,,
100,sn1981d,SN 1981d,,,A2.1: A1,0.004423333,1322.576567,50.65852321,-37.22735393,30.15362731,0.464823049,,240.21,-56.698,1429.992731,,sn1981d,0.005871,1806,1760.1258,376.0,45.9,330.1,,NGC 1316,50.673825,50.673825,-37.208227,102.07,0.00601,1801.8,,,,,22521,50.673752,-37.207779,8.5,7.5,9.2,1760,0,0,0,0,0,0,0,1760,50.673752,82.8978327,41.8,330.0,371.8,,NED,SIMBAD,,
101,sn1981b,SN 1981b,,,A2.1: A1,0.00574,1716.26,188.6292888,2.155169357,30.19980974,0.426648804,,292.97,64.743,1373.568909,,sn1981b,0.006031,1804,1808.0938,430.4,4.1,434.5,,NGC 4536,188.6125,188.6125,+2.18861111111111,3.06,0.006031,1808.1,,,,,7732,188.612915,2.1875,7,2.8,12.3,1808,77.54,3.4,1804,325,2,99.9,75,1804,188.612915,130.4465819,4.1,430.4,434.5,,,,,
102,sn1980n,SN 1980n,,,A2.1: A1,0.004423333,1322.576567,50.65852321,-37.22735393,30.65838344,0.353777783,,240.16,-56.628,1429.624566,,sn1980n,0.005871,1806,1760.1258,376.4,45.9,330.5,,NGC 1316,50.673825,50.673825,-74.415727,206.44,0.00601,1801.8,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,372.2,,NED,SIMBAD,,
103,sn1972e,SN 1972e,,,A2.1: A1,0.002366667,707.633433,204.9251159,-31.65706972,26.82474971,1.877130417,,314.842,30.078,433.5223713,,sn1972e,0.001358,403,407.1284,30.5,4.1,26.4,,NGC 5253,204.9833333,204.9833333,-31.64,1.52,0.001358,407.1,,,,,29960,204.98291,-31.641945,6,2,11.2,417,43.11,0,417,100,10,0,2,417,204.98291,185.2954638,9.9,16.5,26.4,,,,,
104,sn2008bf,SN 2008bf,,,A2.1: A1,0.02457,7346.43,181.0411457,20.27068073,34.21331877,0.162501584,,242.825,77.163,7025.395825,,sn2008bf,0.024027,7203,7203.2946,177.6,0.3,177.9,,NGC 4055,181.0083333,181.0083333,+20.2322222222222,15.52,0.02445,7330.1,,,,,7050,181.025833,20.234722,1.2,1.1,14,6374,0,0,0,0,0,0,0,6374,181.025833,139.4000698,956.1,651.4,304.7,,,,,
105,sn2008af,SN 2008af,,,A2.1: A1,0.034576667,10338.42343,224.877178,16.63189489,35.01924063,0.179348437,,20.131,58.616,10158.46268,,sn2008af,0.033507,10045,10045.3986,113.5,0.4,113.1,,UGC 9640,224.8666667,224.8666667,+16.6447222222222,14.78,0.033423,10020.2,,,,,9640,224.865005,16.644722,1.3,1.1,14.5,10003,0,0,0,0,0,0,0,10003,224.865005,62.41283818,17.2,155.5,138.2,,,,,
